time,open,high,low,close,volume
2020-11-06 20:00:00,223.4,223.4,223.4,223.4,190
2020-11-06 19:58:00,223.3,223.3,223.3,223.3,1431
2020-11-06 19:57:00,223.3,223.3,223.3,223.3,1585
2020-11-06 19:56:00,223.3,223.3,223.3,223.3,603
2020-11-06 19:51:00,223.25,223.3,223.25,223.3,1074
2020-11-06 19:50:00,223.29,223.3,223.29,223.3,400
2020-11-06 19:49:00,223.3,223.3,223.3,223.3,2561
2020-11-06 19:47:00,223.3,223.3,223.3,223.3,165
2020-11-06 19:46:00,223.4,223.41,223.4,223.41,777
2020-11-06 19:45:00,223.4,223.4,223.4,223.4,150
2020-11-06 19:39:00,223.41,223.41,223.35,223.35,400
2020-11-06 19:33:00,223.25,223.25,223.25,223.25,234
2020-11-06 19:29:00,223.26,223.26,223.26,223.26,200
2020-11-06 19:25:00,223.46,223.46,223.46,223.46,205
2020-11-06 19:24:00,223.27,223.44,223.27,223.44,1225
2020-11-06 19:23:00,223.44,223.44,223.44,223.44,447
2020-11-06 19:19:00,223.4,223.4,223.4,223.4,266
2020-11-06 19:17:00,223.41,223.41,223.41,223.41,1126
2020-11-06 19:14:00,223.37,223.37,223.37,223.37,414
2020-11-06 18:57:00,223.44,223.44,223.37,223.37,1516
2020-11-06 18:52:00,223.65,223.65,223.65,223.65,210
2020-11-06 18:51:00,223.29,223.29,223.29,223.29,140
2020-11-06 18:47:00,223.29,223.29,223.29,223.29,208
2020-11-06 18:33:00,223.5,223.5,223.5,223.5,695
2020-11-06 18:32:00,223.61,223.61,223.5,223.5,1475
2020-11-06 18:02:00,223.65,223.65,223.65,223.65,386
2020-11-06 18:01:00,223.59,223.59,223.59,223.59,287
2020-11-06 17:47:00,223.58,223.58,223.58,223.58,334
2020-11-06 17:45:00,223.6,223.6,223.6,223.6,155
2020-11-06 17:37:00,223.5701,223.5701,223.5701,223.5701,244
2020-11-06 17:35:00,223.5716,223.5716,223.5716,223.5716,123
2020-11-06 17:30:00,223.8,223.9,223.8,223.9,551
2020-11-06 17:25:00,223.7,223.7,223.7,223.7,315
2020-11-06 17:18:00,223.75,223.75,223.75,223.75,184
2020-11-06 17:12:00,223.8898,223.8898,223.8,223.8,301
2020-11-06 17:10:00,223.89,223.89,223.89,223.89,42679
2020-11-06 17:07:00,223.9,223.9,223.9,223.9,209
2020-11-06 17:01:00,223.75,223.75,223.75,223.75,556
2020-11-06 17:00:00,223.98,223.98,223.98,223.98,269
2020-11-06 16:56:00,223.8,223.85,223.8,223.85,720
2020-11-06 16:55:00,223.8,223.8,223.8,223.8,150
2020-11-06 16:54:00,223.75,223.75,223.75,223.75,215
2020-11-06 16:52:00,223.83,223.85,223.75,223.75,2853
2020-11-06 16:46:00,223.7531,223.78,223.75,223.75,1107
2020-11-06 16:44:00,223.9353,223.9353,223.9353,223.9353,208
2020-11-06 16:42:00,223.99,223.99,223.98,223.98,1505
2020-11-06 16:41:00,223.77,223.99,223.77,223.99,2476
2020-11-06 16:38:00,223.6,223.6,223.6,223.6,300
2020-11-06 16:37:00,223.72,223.72,223.72,223.72,282
2020-11-06 16:36:00,223.69,223.72,223.69,223.72,558
2020-11-06 16:35:00,223.71,223.72,223.71,223.72,1050
2020-11-06 16:34:00,223.72,223.72,223.71,223.71,796
2020-11-06 16:33:00,223.69,223.69,223.58,223.58,561
2020-11-06 16:29:00,223.57,223.57,223.57,223.57,265
2020-11-06 16:28:00,223.6,223.6,223.57,223.57,853
2020-11-06 16:27:00,223.6,223.6,223.6,223.6,140
2020-11-06 16:26:00,223.69,223.72,223.69,223.72,623
2020-11-06 16:25:00,223.6976,223.6976,223.6976,223.6976,2733
2020-11-06 16:24:00,223.66,223.66,223.66,223.66,397
2020-11-06 16:21:00,223.72,223.72,223.72,223.72,1059
2020-11-06 16:20:00,223.57,223.57,223.57,223.57,373
2020-11-06 16:19:00,223.72,223.72,223.57,223.7,9266
2020-11-06 16:18:00,223.72,223.72,223.72,223.72,3546
2020-11-06 16:17:00,223.72,223.72,223.72,223.72,1141
2020-11-06 16:14:00,223.72,223.72,223.7198,223.7198,581
2020-11-06 16:13:00,223.72,223.72,223.72,223.72,888
2020-11-06 16:11:00,223.7,223.72,223.7,223.72,3370
2020-11-06 16:09:00,223.63,223.72,223.63,223.7,2655
2020-11-06 16:06:00,223.6999,223.7,223.52,223.52,262270
2020-11-06 16:05:00,223.62,223.65,223.62,223.65,887
2020-11-06 16:04:00,223.72,223.72,223.6,223.6,1156
2020-11-06 16:03:00,223.65,223.72,223.65,223.72,2433
2020-11-06 16:02:00,223.72,223.72,223.68,223.7,437553
2020-11-06 16:01:00,223.72,223.82,223.5,223.7,53988
2020-11-06 16:00:00,223.87,223.87,223.28,223.62,526295
2020-11-06 15:59:00,223.88,223.95,223.72,223.87,202282
2020-11-06 15:58:00,223.93,224.0,223.808,223.895,148475
2020-11-06 15:57:00,223.91,224.14,223.86,223.93,153154
2020-11-06 15:56:00,224.06,224.08,223.75,223.89,136863
2020-11-06 15:55:00,224.03,224.13,223.8,224.055,137652
2020-11-06 15:54:00,223.76,224.13,223.71,224.02,153825
2020-11-06 15:53:00,223.88,223.98,223.74,223.78,109120
2020-11-06 15:52:00,224.06,224.08,223.87,223.88,111894
2020-11-06 15:51:00,224.19,224.36,224.06,224.07,184462
2020-11-06 15:50:00,224.04,224.24,223.98,224.155,109343
2020-11-06 15:49:00,224.09,224.1,223.93,224.04,74596
2020-11-06 15:48:00,224.01,224.1,224.0,224.09,68661
2020-11-06 15:47:00,224.01,224.05,223.905,224.01,78913
2020-11-06 15:46:00,223.92,224.07,223.91,224.03,119775
2020-11-06 15:45:00,223.73,223.96,223.72,223.94,45499
2020-11-06 15:44:00,223.83,223.83,223.72,223.73,45637
2020-11-06 15:43:00,223.79,223.99,223.74,223.8553,115787
2020-11-06 15:42:00,223.72,223.8079,223.59,223.8079,50626
2020-11-06 15:41:00,223.6,223.77,223.57,223.7104,43939
2020-11-06 15:40:00,223.57,223.61,223.51,223.59,33372
2020-11-06 15:39:00,223.52,223.61,223.44,223.595,55668
2020-11-06 15:38:00,223.53,223.5755,223.47,223.52,59912
2020-11-06 15:37:00,223.456,223.58,223.42,223.51,52782
2020-11-06 15:36:00,223.6,223.64,223.4,223.4566,46149
2020-11-06 15:35:00,223.72,223.72,223.59,223.61,40411
2020-11-06 15:34:00,223.82,223.9,223.65,223.725,41742
2020-11-06 15:33:00,223.8,223.83,223.7194,223.81,60744
2020-11-06 15:32:00,223.65,223.84,223.6,223.8,62410
2020-11-06 15:31:00,223.36,223.68,223.28,223.66,59519
2020-11-06 15:30:00,223.45,223.465,223.31,223.35,46723
2020-11-06 15:29:00,223.38,223.5347,223.32,223.47,46656
2020-11-06 15:28:00,223.18,223.49,223.13,223.41,49876
2020-11-06 15:27:00,223.12,223.3,223.08,223.2,64375
2020-11-06 15:26:00,223.18,223.31,223.0,223.13,61872
2020-11-06 15:25:00,223.29,223.35,223.13,223.19,38281
2020-11-06 15:24:00,222.99,223.36,222.98,223.29,70251
2020-11-06 15:23:00,222.9085,223.0101,222.88,222.98,47080
2020-11-06 15:22:00,223.0,223.05,222.81,222.9,57181
2020-11-06 15:21:00,223.08,223.13,222.97,223.01,31408
2020-11-06 15:20:00,223.02,223.132,222.97,223.09,28835
2020-11-06 15:19:00,223.02,223.1,222.87,223.02,40544
2020-11-06 15:18:00,223.11,223.12,222.9701,223.01,31124
2020-11-06 15:17:00,223.1,223.12,222.91,223.11,33384
2020-11-06 15:16:00,223.23,223.26,223.12,223.12,23142
2020-11-06 15:15:00,223.2821,223.2821,223.111,223.235,24625
2020-11-06 15:14:00,223.34,223.3899,223.2723,223.2912,32232
2020-11-06 15:13:00,223.28,223.34,223.2201,223.32,40660
2020-11-06 15:12:00,223.1443,223.29,223.11,223.28,30852
2020-11-06 15:11:00,223.1,223.17,222.94,223.16,30607
2020-11-06 15:10:00,223.11,223.24,223.0601,223.1,38027
2020-11-06 15:09:00,223.02,223.17,222.91,223.13,40218
2020-11-06 15:08:00,222.99,223.12,222.97,223.02,37050
2020-11-06 15:07:00,222.92,223.01,222.88,222.98,23744
2020-11-06 15:06:00,223.0929,223.1,222.905,222.905,37707
2020-11-06 15:05:00,222.88,223.13,222.87,223.1,41248
2020-11-06 15:04:00,222.8135,222.88,222.73,222.87,32264
2020-11-06 15:03:00,222.99,223.04,222.79,222.84,26597
2020-11-06 15:02:00,223.39,223.39,222.87,222.99,94635
2020-11-06 15:01:00,223.51,223.52,223.35,223.3782,32689
2020-11-06 15:00:00,223.395,223.52,223.37,223.52,31496
2020-11-06 14:59:00,223.35,223.405,223.31,223.4001,29428
2020-11-06 14:58:00,223.45,223.4603,223.33,223.34,26303
2020-11-06 14:57:00,223.34,223.4599,223.31,223.45,30697
2020-11-06 14:56:00,223.38,223.4,223.21,223.334,28748
2020-11-06 14:55:00,223.35,223.39,223.3078,223.3601,32550
2020-11-06 14:54:00,223.3,223.38,223.3,223.35,23579
2020-11-06 14:53:00,223.4,223.4,223.2,223.3,33088
2020-11-06 14:52:00,223.3001,223.48,223.25,223.39,42174
2020-11-06 14:51:00,223.19,223.34,223.13,223.3,28405
2020-11-06 14:50:00,223.1778,223.2,223.11,223.1892,24331
2020-11-06 14:49:00,223.11,223.195,223.08,223.175,30500
2020-11-06 14:48:00,223.14,223.2,223.07,223.12,25770
2020-11-06 14:47:00,223.26,223.28,223.14,223.15,21721
2020-11-06 14:46:00,223.36,223.43,223.21,223.255,54133
2020-11-06 14:45:00,223.42,223.49,223.3,223.34,36738
2020-11-06 14:44:00,223.69,223.69,223.41,223.46,49325
2020-11-06 14:43:00,223.6789,223.81,223.65,223.69,27774
2020-11-06 14:42:00,223.61,223.72,223.55,223.685,27056
2020-11-06 14:41:00,223.6,223.69,223.59,223.61,34673
2020-11-06 14:40:00,223.68,223.72,223.6,223.6,29957
2020-11-06 14:39:00,223.9,223.91,223.64,223.69,35294
2020-11-06 14:38:00,223.802,223.91,223.76,223.905,32186
2020-11-06 14:37:00,223.93,224.02,223.814,223.814,45106
2020-11-06 14:36:00,223.84,223.94,223.83,223.93,23595
2020-11-06 14:35:00,223.76,223.86,223.72,223.83,21330
2020-11-06 14:34:00,223.8799,223.92,223.73,223.75,43580
2020-11-06 14:33:00,223.845,223.92,223.84,223.8779,25937
2020-11-06 14:32:00,223.63,223.8779,223.63,223.84,41023
2020-11-06 14:31:00,223.58,223.74,223.58,223.65,37116
2020-11-06 14:30:00,223.6333,223.66,223.56,223.59,36224
2020-11-06 14:29:00,223.64,223.69,223.56,223.63,33096
2020-11-06 14:28:00,223.45,223.64,223.4447,223.63,35276
2020-11-06 14:27:00,223.62,223.6456,223.415,223.47,29243
2020-11-06 14:26:00,223.71,223.73,223.49,223.6,49829
2020-11-06 14:25:00,223.71,223.8199,223.71,223.72,30003
2020-11-06 14:24:00,223.77,223.8,223.7,223.7,20892
2020-11-06 14:23:00,223.81,223.86,223.76,223.76,14974
2020-11-06 14:22:00,223.8,223.82,223.76,223.82,25717
2020-11-06 14:21:00,223.9,223.91,223.66,223.781,47753
2020-11-06 14:20:00,223.95,223.955,223.85,223.91,28451
2020-11-06 14:19:00,223.995,224.04,223.9001,223.94,23298
2020-11-06 14:18:00,224.01,224.01,223.91,223.99,29485
2020-11-06 14:17:00,224.11,224.18,223.93,224.005,44199
2020-11-06 14:16:00,224.08,224.13,224.035,224.11,50320
2020-11-06 14:15:00,224.0,224.09,224.0,224.07,51857
2020-11-06 14:14:00,224.0,224.04,223.945,223.9893,43669
2020-11-06 14:13:00,223.925,223.99,223.89,223.99,26875
2020-11-06 14:12:00,223.87,223.92,223.7958,223.92,29556
2020-11-06 14:11:00,223.99,223.99,223.85,223.865,31315
2020-11-06 14:10:00,223.965,224.01,223.94,223.995,42768
2020-11-06 14:09:00,223.84,223.99,223.82,223.96,30207
2020-11-06 14:08:00,223.715,223.91,223.705,223.84,28498
2020-11-06 14:07:00,223.83,223.84,223.7033,223.72,17373
2020-11-06 14:06:00,223.75,223.88,223.75,223.8201,30566
2020-11-06 14:05:00,223.85,223.92,223.65,223.72,43669
2020-11-06 14:04:00,223.849,223.93,223.849,223.87,31111
2020-11-06 14:03:00,224.0,224.0,223.83,223.86,39499
2020-11-06 14:02:00,223.91,223.99,223.84,223.99,33054
2020-11-06 14:01:00,223.86,223.95,223.8,223.9123,34322
2020-11-06 14:00:00,223.8,223.91,223.79,223.84,45907
2020-11-06 13:59:00,223.8,223.81,223.71,223.81,20684
2020-11-06 13:58:00,223.62,223.82,223.62,223.77,43568
2020-11-06 13:57:00,223.57,223.65,223.57,223.61,27087
2020-11-06 13:56:00,223.61,223.67,223.5,223.564,30564
2020-11-06 13:55:00,223.55,223.64,223.52,223.58,34271
2020-11-06 13:54:00,223.4798,223.56,223.43,223.53,24018
2020-11-06 13:53:00,223.49,223.52,223.37,223.4253,34005
2020-11-06 13:52:00,223.582,223.608,223.48,223.48,18469
2020-11-06 13:51:00,223.69,223.75,223.55,223.59,21896
2020-11-06 13:50:00,223.47,223.69,223.448,223.68,16814
2020-11-06 13:49:00,223.72,223.72,223.37,223.4699,52445
2020-11-06 13:48:00,223.78,223.83,223.72,223.732,29353
2020-11-06 13:47:00,223.75,223.79,223.69,223.77,27818
2020-11-06 13:46:00,223.61,223.74,223.6,223.74,42295
2020-11-06 13:45:00,223.6,223.63,223.54,223.6,27062
2020-11-06 13:44:00,223.735,223.735,223.61,223.61,26885
2020-11-06 13:43:00,223.74,223.76,223.69,223.7382,32413
2020-11-06 13:42:00,223.652,223.75,223.652,223.738,25573
2020-11-06 13:41:00,223.76,223.84,223.64,223.64,45939
2020-11-06 13:40:00,223.77,223.8075,223.65,223.772,55797
2020-11-06 13:39:00,224.04,224.045,223.77,223.7899,79639
2020-11-06 13:38:00,223.99,224.1,223.96,224.04,50079
2020-11-06 13:37:00,223.91,224.01,223.9,223.9823,57438
2020-11-06 13:36:00,223.93,224.0,223.88,223.9,70156
2020-11-06 13:35:00,223.97,223.99,223.86,223.95,74860
2020-11-06 13:34:00,223.86,224.1,223.83,223.98,171834
2020-11-06 13:33:00,223.89,223.93,223.75,223.85,49332
2020-11-06 13:32:00,223.88,223.89,223.79,223.87,32365
2020-11-06 13:31:00,223.81,223.89,223.75,223.89,27216
2020-11-06 13:30:00,223.87,223.89,223.769,223.81,32188
2020-11-06 13:29:00,223.89,223.9,223.81,223.875,48172
2020-11-06 13:28:00,223.92,223.93,223.85,223.87,43201
2020-11-06 13:27:00,223.87,223.91,223.74,223.91,46719
2020-11-06 13:26:00,223.75,223.91,223.72,223.87,59519
2020-11-06 13:25:00,223.75,223.8,223.6242,223.7239,60801
2020-11-06 13:24:00,223.5,223.7896,223.5,223.7511,50909
2020-11-06 13:23:00,223.46,223.54,223.424,223.48,33724
2020-11-06 13:22:00,223.56,223.56,223.31,223.45,44866
2020-11-06 13:21:00,223.44,223.57,223.44,223.56,23528
2020-11-06 13:20:00,223.4979,223.6,223.42,223.4488,45479
2020-11-06 13:19:00,223.53,223.55,223.46,223.47,49965
2020-11-06 13:18:00,223.495,223.53,223.475,223.51,41836
2020-11-06 13:17:00,223.305,223.5,223.2836,223.49,38155
2020-11-06 13:16:00,223.33,223.38,223.25,223.305,41574
2020-11-06 13:15:00,223.36,223.38,223.3036,223.3202,26691
2020-11-06 13:14:00,223.37,223.4,223.35,223.36,22271
2020-11-06 13:13:00,223.51,223.51,223.36,223.3781,38215
2020-11-06 13:12:00,223.3,223.53,223.299,223.51,52690
2020-11-06 13:11:00,223.23,223.325,223.23,223.3,31457
2020-11-06 13:10:00,223.21,223.2733,223.21,223.22,31033
2020-11-06 13:09:00,223.16,223.22,223.13,223.2199,31941
2020-11-06 13:08:00,223.06,223.16,223.01,223.15,28648
2020-11-06 13:07:00,223.16,223.16,223.06,223.09,25861
2020-11-06 13:06:00,223.2,223.21,223.14,223.16,22020
